"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Teuva,4.4,4.4,4.2,4.2,4.2,4.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Tohmajärvi,4.6,10.6,10.6,10.6,10.1,9.6,6.4,6.4,6.4,5.4,6.7,6.9,9.0,9.0,9.0,9.0,9.0,10.9,10.9,10.9,10.9,10.9,10.9,10.9
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Toholampi,6.1,6.6,6.6,6.6,6.6,6.6,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,10.6,10.6,10.6,8.2,7.8,7.8,7.8,7.8,7.8
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Toivakka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Tornio,5.0,3.5,3.6,6.1,3.9,3.7,2.3,3.3,1.9,1.6,3.0,2.6,2.8,3.0,4.1,3.3,2.7,4.0,3.7,3.3,6.3,5.5,5.8,5.3
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Turku,4.4,3.9,3.4,3.7,3.7,3.5,3.6,3.8,3.6,3.2,3.3,3.9,3.0,3.6,2.8,3.1,3.0,3.7,4.7,4.4,4.3,5.0,4.1,4.3
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Tuusniemi,9.4,12.2,12.2,12.2,12.2,12.2,11.6,11.6,11.6,11.6,11.6,11.6,0.0,0.0,0.0,0.0,0.0,16.2,16.2,16.2,16.2,16.2,16.2,16.2
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Tuusula,4.0,4.5,3.9,4.8,4.1,3.2,4.7,4.6,4.9,4.8,3.9,4.1,4.9,3.7,3.9,4.2,2.4,3.0,3.1,2.8,3.0,3.4,3.0,2.5
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Tyrnävä,5.9,8.0,3.9,3.3,2.6,3.0,4.3,3.2,5.5,4.4,3.9,3.4,5.7,6.4,4.0,2.7,5.2,5.2,2.4,4.1,3.8,3.4,2.2,6.6
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Ulvila,4.5,5.5,4.9,2.8,4.1,5.8,4.8,4.3,4.0,6.0,6.4,6.8,4.8,7.1,6.4,6.0,9.5,6.8,6.7,5.7,6.7,6.7,4.0,5.2
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Urjala,6.5,6.5,4.7,5.9,5.9,4.9,5.0,7.1,7.5,5.8,5.8,5.8,5.8,5.8,7.7,7.7,7.7,7.7,7.7,6.7,6.7,6.7,7.0,7.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Utajärvi,6.1,7.7,7.9,13.1,9.1,10.4,10.4,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,9.1,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Utsjoki,22.6,22.6,22.6,22.6,22.6,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Uurainen,7.7,7.7,7.9,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Uusikaupunki,3.3,3.4,5.3,5.5,9.3,7.6,5.1,5.9,5.5,6.6,7.4,5.5,5.2,4.1,1.9,3.1,3.5,3.9,2.4,4.8,4.8,4.0,2.1,5.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Vaala,7.5,12.2,11.4,15.4,14.9,14.0,10.7,9.7,11.6,10.6,13.4,13.4,10.5,16.3,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Vaasa,4.1,5.4,3.5,2.9,3.7,3.8,3.7,5.0,4.8,2.9,3.6,2.9,3.3,3.1,3.5,3.6,4.0,4.5,5.3,5.8,4.5,5.8,5.5,6.9
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Valkeakoski,2.8,1.8,2.5,2.3,2.6,3.3,1.8,2.6,5.8,5.7,5.6,5.8,3.8,5.0,5.2,4.5,4.5,5.6,5.1,5.7,4.1,6.2,4.7,5.5
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Vantaa,6.3,6.9,7.5,6.3,6.4,6.4,7.7,7.2,7.3,7.4,7.1,6.7,5.8,5.4,4.6,4.5,3.1,3.7,2.8,2.8,2.9,3.3,3.2,3.2
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Varkaus,8.9,9.2,8.2,5.1,5.8,7.3,5.8,6.1,7.8,6.9,6.1,6.8,6.0,7.5,5.6,6.6,8.4,6.6,8.8,4.8,5.9,4.4,4.9,6.7
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Vehmaa,9.8,9.8,9.8,9.8,9.8,9.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Vesanto,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Vesilahti,0.0,0.0,0.0,0.0,0.0,5.9,5.9,5.9,5.9,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,7.0,5.4,4.7,4.6,4.6,4.8
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Veteli,5.5,5.8,7.3,7.3,7.3,7.3,7.3,7.3,7.3,8.8,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Vieremä,6.2,6.3,5.6,5.6,9.0,7.2,7.2,7.2,7.5,6.5,10.3,7.8,8.0,8.0,9.5,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Vihti,2.4,3.8,3.4,2.7,3.5,2.2,3.0,3.3,3.8,3.1,3.5,4.3,3.4,3.1,3.6,3.7,3.1,5.1,3.1,4.0,4.0,3.0,4.2,3.5
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Viitasaari,6.5,4.3,7.0,6.6,6.8,5.6,5.6,5.1,4.6,7.3,4.8,4.8,4.8,4.8,4.8,7.9,7.0,10.6,6.6,11.2,6.8,8.0,6.2,11.3
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Vimpeli,0.0,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Virolahti,7.5,7.5,7.5,7.5,9.3,9.3,9.3,8.3,8.3,8.3,8.3,9.9,15.0,8.6,10.8,10.8,9.8,9.8,12.8,12.8,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Virrat,7.1,4.6,5.4,4.3,4.3,4.3,4.3,3.7,3.9,4.9,4.9,4.6,4.6,4.6,4.6,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Vårdö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Vöyri,3.2,3.2,4.7,4.7,4.7,4.1,3.6,3.6,3.6,3.6,3.6,3.7,3.7,4.4,4.4,3.6,3.6,3.6,3.6,5.2,3.8,4.5,3.8,6.8
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Ylitornio,8.3,4.4,4.4,4.6,5.2,5.2,5.2,6.0,6.0,8.7,8.7,8.7,8.7,10.4,11.2,11.2,11.2,11.2,11.2,10.4,10.4,15.2,15.2,15.2
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Ylivieska,6.6,6.8,5.3,5.4,6.0,2.7,3.9,3.3,3.6,3.2,3.2,4.6,6.4,3.6,5.8,5.3,6.3,5.7,6.5,7.8,4.2,7.3,3.8,4.6
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Ylöjärvi,2.4,1.8,1.6,2.9,3.1,2.9,3.1,3.5,3.7,4.7,3.1,2.1,3.1,3.0,2.6,3.8,4.5,5.0,3.7,3.7,3.5,3.5,3.7,2.6
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Ypäjä,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Ähtäri,3.1,3.1,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,4.0,4.2,4.2,4.3,4.7,4.7,7.1,7.1,7.1,7.2,7.6,9.9,6.8,8.2
"Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age",Äänekoski,4.1,3.9,2.4,4.2,3.1,3.6,2.3,2.8,2.8,2.1,3.7,3.5,4.7,2.6,2.4,2.2,2.0,3.4,3.8,2.7,2.6,2.6,2.7,6.2
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Akaa,6.1,7.8,8.1,10.7,10.7,7.2,9.2,6.7,9.7,9.6,8.8,7.9,12.5,12.3,11.1,13.0,10.3,10.7,6.8,10.7,12.9,17.5,9.1,6.6
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Alajärvi,7.8,11.4,11.4,8.3,15.7,5.6,5.6,6.8,9.3,5.9,12.4,16.9,15.8,13.5,7.4,7.4,9.3,7.8,9.8,8.7,8.7,12.5,14.1,21.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Alavieska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Alavus,7.7,11.7,7.6,6.4,4.4,4.5,4.5,12.1,12.1,12.1,7.7,15.3,12.2,8.8,8.8,9.1,7.1,12.2,12.2,12.2,12.2,12.2,12.2,12.2
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Asikkala,15.1,12.8,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.4,11.4,11.4,11.4,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Askola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Aura,20.2,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Brändö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Eckerö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Enonkoski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Enontekiö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Espoo,9.0,9.6,9.6,7.9,7.7,6.3,5.7,6.2,6.7,6.7,5.8,5.6,5.5,6.2,7.0,5.6,6.9,7.2,6.9,8.7,8.4,7.4,7.9,6.8
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Eura,9.6,7.6,13.4,13.4,6.6,7.8,6.8,6.9,8.6,7.7,7.7,11.1,8.3,9.4,15.8,19.3,13.5,19.1,20.7,12.5,9.6,10.9,9.7,12.8
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Eurajoki,12.4,12.4,8.1,8.1,8.6,8.9,8.9,8.9,8.9,8.9,8.9,10.5,10.5,10.5,10.5,10.5,10.5,10.5,11.8,11.8,11.8,11.8,11.3,11.3
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Evijärvi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Finström,0.0,0.0,0.0,0.0,0.0,27.6,27.6,27.6,27.6,27.6,27.6,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Forssa,10.7,14.4,16.7,13.2,12.6,16.1,14.1,19.0,20.4,17.1,17.5,16.9,16.6,16.8,10.0,9.7,11.5,12.9,10.0,11.4,13.8,11.3,11.4,12.1
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Föglö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Geta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Haapajärvi,13.9,15.2,13.8,15.3,8.7,21.8,18.4,13.7,20.6,17.3,11.5,8.7,11.9,13.5,10.2,8.7,10.2,10.2,10.2,10.2,11.3,14.2,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Haapavesi,9.0,24.3,17.6,19.7,19.0,20.3,11.9,7.2,9.0,16.9,13.6,13.6,8.3,14.8,8.7,12.4,13.7,10.5,10.5,11.0,13.6,15.8,15.8,15.8
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hailuoto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Halsua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hamina,13.3,7.2,8.3,9.4,6.9,6.5,4.1,4.2,9.3,6.0,8.9,8.8,11.2,9.0,8.2,6.2,9.7,4.2,7.9,4.4,4.5,12.2,7.7,4.7
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hammarland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hankasalmi,15.2,13.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hanko,6.9,9.8,20.3,21.2,7.5,16.8,14.2,15.8,11.0,19.4,18.2,15.8,13.7,12.6,10.1,10.1,21.2,21.2,21.2,21.2,21.2,19.7,14.5,19.4
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Harjavalta,11.5,11.5,15.1,9.8,12.2,12.2,12.2,12.2,18.0,15.6,15.6,18.5,12.4,16.2,16.2,16.2,16.1,20.7,20.7,22.3,18.2,23.0,27.8,13.2
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hartola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,43.8,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hattula,7.9,7.9,7.9,7.9,7.9,7.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,10.2,10.2,10.2
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hausjärvi,9.6,14.1,10.1,11.5,14.0,10.0,12.9,11.3,11.2,11.2,11.1,11.1,13.6,11.3,13.5,13.5,13.5,13.5,13.5,13.5,13.5,22.1,22.1,22.1
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Heinola,11.5,14.3,9.4,10.8,10.1,4.9,6.0,7.0,10.0,7.8,6.9,7.8,16.8,9.0,13.4,13.8,13.4,12.8,11.8,15.7,18.1,9.2,13.1,10.5
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Heinävesi,28.7,28.7,28.7,28.7,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Helsinki,11.7,11.9,12.2,11.3,10.1,8.4,8.6,8.6,8.7,8.9,7.1,7.6,8.0,8.5,8.2,7.4,7.1,8.1,8.9,9.2,9.4,6.9,5.6,5.2
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hirvensalmi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hollola,10.4,13.7,17.6,13.4,7.8,9.3,13.5,19.0,15.1,11.7,11.2,11.5,5.5,6.2,3.6,10.6,8.0,8.9,10.2,13.2,11.2,10.3,12.6,18.1
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Huittinen,5.8,5.8,9.1,7.1,7.1,7.1,5.8,9.3,5.7,6.8,7.0,9.7,7.2,8.9,9.2,7.4,7.4,7.4,10.0,7.9,8.1,10.3,10.3,10.3
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Humppila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hyrynsalmi,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hyvinkää,8.4,12.3,11.6,8.8,7.4,4.1,5.9,6.7,8.1,9.5,11.8,11.9,12.9,13.4,7.2,10.8,11.1,11.1,10.3,12.7,15.8,11.5,12.4,9.7
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hämeenkyrö,13.8,13.8,14.3,14.3,14.3,16.6,9.1,7.4,9.1,9.1,7.1,7.1,9.1,9.1,9.8,9.8,10.5,10.5,10.5,17.1,18.8,9.5,9.5,9.5
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Hämeenlinna,9.9,9.3,10.7,10.2,7.6,10.2,9.5,7.3,6.8,8.2,7.9,9.7,9.5,8.3,6.8,9.4,7.8,9.8,10.4,12.1,11.0,8.6,7.2,9.7
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Ii,8.8,10.2,10.2,10.2,10.2,9.9,9.9,9.9,9.9,9.7,15.6,8.1,8.1,9.8,9.8,8.3,8.3,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Iisalmi,9.3,14.6,12.6,9.9,12.9,16.2,16.8,17.4,12.6,7.4,12.5,12.5,6.4,12.8,17.4,10.2,15.5,18.4,23.7,8.7,24.4,32.4,32.0,29.2
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Iitti,12.2,12.2,9.8,10.6,10.6,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,17.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Ikaalinen,9.9,8.3,9.7,8.3,8.3,8.3,11.3,11.3,14.9,14.9,8.3,8.3,13.8,13.8,13.8,12.6,11.9,11.9,27.6,18.6,14.4,0.0,0.0,13.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Ilmajoki,5.5,6.7,7.7,7.6,5.6,0.0,0.0,0.0,0.0,0.0,11.6,11.6,11.6,6.1,9.8,8.8,9.0,10.1,10.4,8.9,6.3,6.3,9.0,7.7
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Ilomantsi,14.5,13.2,15.2,13.5,13.5,13.5,17.5,16.2,16.2,18.7,19.0,23.7,23.7,23.7,23.7,23.7,22.4,37.0,33.8,33.8,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Imatra,11.3,10.2,6.7,12.3,8.6,5.3,8.1,9.7,16.9,20.8,12.9,16.4,14.1,14.1,14.0,13.4,8.8,11.4,12.2,19.0,10.2,10.8,12.7,16.8
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Inari,12.5,11.1,19.7,19.6,14.7,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.7,11.7,11.7,17.5,12.6,12.6,12.6,12.6,12.6,12.6,12.6
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Ingå,21.3,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Isojoki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Isokyrö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Jakobstad,7.5,6.6,3.6,5.6,4.4,5.7,7.1,3.2,6.7,8.5,6.8,9.6,7.9,10.2,8.1,14.7,11.1,10.5,14.1,20.1,11.6,11.7,14.8,12.5
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Janakkala,11.8,6.1,12.3,13.8,7.4,7.5,7.2,5.0,8.8,8.7,8.5,7.6,6.5,7.5,6.7,12.7,5.1,6.2,5.2,10.0,14.4,8.2,10.0,10.1
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Joensuu,9.2,7.4,8.6,9.7,8.0,8.2,7.5,9.6,8.9,8.1,7.6,9.9,9.9,9.7,10.4,11.8,13.0,14.5,15.4,15.7,15.7,15.4,14.5,15.5
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Jokioinen,0.0,16.8,12.8,12.8,12.8,12.8,12.8,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Jomala,0.0,0.0,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Joroinen,12.5,12.5,12.5,12.5,12.9,12.9,13.9,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Joutsa,17.1,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Juuka,13.4,16.2,16.2,16.2,15.1,15.1,15.1,15.1,27.5,27.5,27.5,27.5,27.5,27.5,27.5,28.3,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Juupajoki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Juva,9.9,18.3,18.3,18.3,13.7,13.0,13.0,13.0,13.0,13.3,13.3,13.3,13.3,14.0,14.0,14.0,14.0,22.2,22.2,22.2,22.2,0.0,0.0,0.0
"Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Jyväskylä,8.8,8.3,9.0,9.0,9.2,9.6,8.4,9.9,8.8,8.3,7.6,6.2,6.5,7.6,7.3,7.7,7.2,8.2,9.6,9.9,9.2,9.6,9.2,9.9
