municipality,year,Life_support,Pension benefits_excl_guaranteed_pension,Pension_support,Pensioner_housing_allowance,Special_care_allowance,School_travel_allowance,Rehabilitation,Rehabilitation_allowance,Child_benefit,Child_care_allowances,Special_support_for_immigrants,Student_loan_repayment,Student_loan_interest_subsidy,Student_loan_reduction,Study_support,Family_leave_allowance,Basic_income_support,Medical_benefits,Sickness_benefits,Military_allowance,Guaranteed_pension,Unemployment_insurance,Disability_benefits,Parental_allowance,Annual_holiday_expense_allowance,Temporary_power_support,General_housing_allowance,Maternity_allowance
Juupajoki,2021,26.84615385,307.3076923,0,55.84615385,4,30.4,11.61538462,6.923076923,151.3846154,11,0,5,4,5,26.33333333,5,27.07692308,661.2307692,32.15384615,4,42.69230769,49.76923077,117.3076923,13.23076923,4,5,42.30769231,15
Juupajoki,2022,27,295.1538462,0,54.46153846,4,25.41666667,12.92307692,6.230769231,148.5384615,11.76923077,0,5,4,5,27.33333333,4,27.30769231,663.0769231,42.46153846,4,41.23076923,46.38461538,106.4615385,12.46153846,6,5,36.61538462,11
Juupajoki,2023,23.23076923,279.6923077,0,48.61538462,4,26.16666667,18.92307692,6.25,144.1538462,14.76923077,0,5,4,5,25.46153846,5,22.92307692,666.5384615,35.38461538,4,38.46153846,36.15384615,99.84615385,14.46153846,10,5,34.92307692,8
Juupajoki,2024,20,269.5,0,50.125,4,22.33333333,18.75,4.5,137.25,12.125,0,5,4,5,25,5,18.375,593.625,27.25,4,36.375,35.5,98.75,12.5,10,5,40.625,8
Juva,2008,20,0,0,0,8,150,115,89,677,127,0,5,8,5,304,5,18.375,5515,392,10,36.375,293,0,128,14,5,0,49
Juva,2009,0,0,0,0,11,142,137,130,659,123,0,5,4,5,304,5,18.375,5417,388,11,36.375,274,0,133,11,5,0,50
Juva,2010,0,0,0,0,10,147,156,97,642,117,0,5,5,8,298,5,18.375,5348,382,13,36.375,278,0,122,13,5,0,45
Juva,2011,0,0,0,0,5,159,161,110,624,116,0,5,5,5,271,5,18.375,5348,380,7,0,254,0,135,22,5,0,49
Juva,2012,0,0,0,0,8,144,149,104,597,109,0,5,5,6,237,5,18.375,5308,341,9,0,262,0,129,18,5,0,47
Juva,2013,0,0,0,0,4,127,157,92,582,112,0,5,5,6,237,5,18.375,5228,373,11,0,266,0,122,23,5,0,50
Juva,2014,0,0,0,0,4,131,160,100,559,121,0,5,5,4,231,5,18.375,5244,338,6,0,287,0,122,22,5,0,47
Juva,2015,0,0,0,0,4,131,161,102,563,110,0,5,5,4,230,5,18.375,5199,318,6,0,276,0,127,24,5,0,35
Juva,2016,0,0,0,0,6,141,163,101,533,111,0,5,5,5,201,5,18.375,4673,349,9,0,293,0,110,25,5,0,35
Juva,2017,0,0,0,0,5,137,132,86,530,97,0,5,5,4,164,5,0,4607,321,9,0,297,0,115,18,5,0,48
Juva,2018,49.69230769,1409.923077,0,329.2307692,4,59.41666667,47.23076923,33.15384615,484.6153846,57.15384615,0,5,5,4,86.84615385,11,77.53846154,2463,83.53846154,4.333333333,164.3076923,167.1538462,403.4615385,45.76923077,9,5,133.2307692,10.5
Juva,2019,49.23076923,1382.538462,3.5,326.3846154,4,62.25,52.15384615,34.76923077,463,62.53846154,0,5,5,4,88,10,65.76923077,2435.461538,80.84615385,4,167.1538462,138.9230769,406.1538462,32.46153846,12,5,133,10.25
Juva,2020,56.23076923,1452.076923,4.461538462,322.2307692,4,58.2,50.61538462,31,448.3076923,46.30769231,0,4,5,4,82.76923077,16,73.92307692,2363.615385,91.46153846,4,201.7692308,154.6153846,433.0769231,33.92307692,12.5,5,131,14
Juva,2021,53.53846154,1414.307692,4,310.9230769,5,52.33333333,56.84615385,26.23076923,441.8461538,42.61538462,0,4.5,5,4,79.76923077,17,68.07692308,2315.230769,101.4615385,6.111111111,207.8461538,131.8461538,411.5384615,41.76923077,15,5,120.9230769,11.33333333
Juva,2022,52.53846154,1362.153846,4,289.0769231,5,54,65.15384615,26.61538462,429.9230769,47.76923077,0,4,5,4,80.15384615,17,56.76923077,2353.076923,148.4615385,0,205.0769231,103.8461538,375.7692308,41,10.5,5,98.30769231,16
Juva,2023,49.84615385,1318.076923,4,272.6923077,5,55.41666667,61.69230769,23.61538462,408.4615385,42.92307692,0,4.5,5,4,79.53846154,16,55.23076923,2307,86.15384615,0,194.1538462,101.0769231,346,32.15384615,19,5,94.53846154,10.25
Juva,2024,53.625,1291.875,4,299.25,5,53.14285714,47.625,23.75,400,26.625,0,5,5,4,64.75,16,59.125,2053.125,60.375,0,184.125,92.375,352.375,30.5,19,5,125.875,10.25
Jyväskylä,2008,53.625,0,0,0,57,694,1611,748,8724,2462,0,5,288,4,12298,16,59.125,64747,5315,601,184.125,6489,0,2648,340,5,0,1092
Jyväskylä,2009,0,0,0,0,90,1282,2346,1142,14336,3914,0,5,309,164,14509,16,59.125,96884,7593,600,184.125,8735,0,4516,655,5,0,1748
Jyväskylä,2010,0,0,0,0,92,1363,2456,1213,14266,3657,0,5,215,252,14644,16,59.125,98545,7583,588,184.125,9000,0,4399,667,5,0,1700
Jyväskylä,2011,0,0,0,0,109,1493,2569,1212,14241,3569,0,5,177,281,14479,16,59.125,99695,7716,615,0,9247,0,4469,725,5,0,1627
Jyväskylä,2012,0,0,0,0,93,1487,2825,1343,14278,3566,0,5,175,325,14395,16,59.125,100686,7790,606,0,9959,0,4524,821,5,0,1659
Jyväskylä,2013,0,0,0,0,107,1455,3145,1359,14296,3566,0,5,139,337,14502,16,59.125,100591,7480,545,0,10806,0,4391,855,5,0,1522
Jyväskylä,2014,0,0,0,0,115,1383,3325,1345,14240,3508,0,5,104,347,14582,16,59.125,101271,7367,425,0,11671,0,4245,804,5,0,1629
Jyväskylä,2015,0,0,0,0,125,1225,3467,1346,14273,3516,0,5,90,422,14819,16,59.125,100609,7010,454,0,12401,0,4439,796,5,0,1482
Jyväskylä,2016,0,0,0,0,138,1437,3511,1259,14214,3322,0,5,68,467,14797,16,59.125,90229,6847,432,0,13009,0,4195,875,5,0,1431
Jyväskylä,2017,0,0,0,0,123,1381,3572,1173,14266,3203,0,43,59,484,14656,153,0,89032,7177,411,0,12994,0,4009,810,5,0,1307
Jyväskylä,2018,1740.923077,11027.38462,105.75,4856.076923,23.15384615,551.6923077,2187.461538,589.6153846,13666.46154,1791.153846,0,180.75,17.66666667,86.83333333,9297.846154,61.15384615,4982.769231,42336.30769,1916.153846,239.7692308,2415.923077,8175.846154,5637,1467,105.6153846,5,16663.84615,190.6923077
Jyväskylä,2019,1729,10890.53846,100.0769231,4963.153846,26.07692308,520.9230769,2474.307692,729.4615385,13659.61538,1693.307692,0,124.2857143,16.2,74,9404.846154,72.46153846,4848.538462,43088.53846,2085.461538,230.1538462,2496.153846,7971.923077,5630.769231,1386.538462,125,5,16820.69231,186.8461538
Jyväskylä,2020,1853.538462,11786,160.7692308,5144.384615,23.76923077,330.5384615,2621.538462,851.2307692,13652.61538,1619.461538,0,171,15.66666667,39.6,9819.692308,73.76923077,6054,42364.46154,2152.461538,260.2307692,2936.384615,8969.615385,6161.230769,1437.846154,111,5,17712.69231,215.5384615
Jyväskylä,2021,1874.923077,11743.23077,118.1538462,5206.076923,24.46153846,375.0769231,3208.384615,980.6153846,13626,1523.076923,0,175.5,9.777777778,24,10309.30769,74.30769231,5773,44300.69231,2422.153846,220.2307692,2962.384615,8494.769231,6184.230769,1488,114.2307692,5,17853.92308,199.0769231
Jyväskylä,2022,1816,11547.46154,66.38461538,5199.307692,28.92307692,837.1538462,3494.615385,1109.615385,13625.30769,1527,0,165.8888889,20.33333333,9,10288.15385,96.92307692,5605.692308,46116.07692,3406.461538,235.8461538,2983.153846,7585.923077,6204.846154,1420.384615,139.6923077,5,17613.23077,180.9230769
Jyväskylä,2023,1800.769231,11458.23077,16.5,5242.230769,31.30769231,1257.923077,3672.230769,1178.076923,13640.76923,1469.769231,0,136.4545455,131.125,9,10285.23077,79.61538462,5556.230769,45287.69231,2609.692308,248.8461538,3022.769231,7468.923077,6393.153846,1355.461538,138,11.16666667,18044.30769,179.3076923
Jyväskylä,2024,1777.875,11395.75,0,5644.25,15.125,1085.5,3421.75,1036.625,13639.75,1218.625,0,81,140.2857143,9,8426,39.125,5390.5,40010.625,1743.75,248.125,3027.125,7556,6401.75,1337.75,78.5,11.16666667,19748.75,105.25
Jämijärvi,2008,1777.875,0,0,0,15.125,77,32,24,211,53,0,81,140.2857143,9,71,39.125,5390.5,1656,124,248.125,3027.125,88,0,50,78.5,11.16666667,0,17
Jämijärvi,2009,0,0,0,0,4,65,33,26,206,49,0,81,140.2857143,9,74,39.125,5390.5,1660,125,248.125,3027.125,79,0,33,4,11.16666667,0,12
Jämijärvi,2010,0,0,0,0,4,61,30,26,201,48,0,81,140.2857143,9,63,39.125,5390.5,1640,122,248.125,3027.125,82,0,35,4,11.16666667,0,12
Jämijärvi,2011,0,0,0,0,4,68,30,17,198,52,0,81,140.2857143,9,66,39.125,5390.5,1621,126,248.125,0,78,0,40,4,11.16666667,0,14
Jämijärvi,2012,0,0,0,0,4,67,33,25,185,42,0,81,140.2857143,9,65,39.125,5390.5,1636,128,248.125,0,84,0,44,5,11.16666667,0,19
Jämijärvi,2013,0,0,0,0,4,64,42,27,191,45,0,81,140.2857143,9,55,39.125,5390.5,1580,141,248.125,0,89,0,53,8,11.16666667,0,19
Jämijärvi,2014,0,0,0,0,4,66,48,33,188,60,0,81,140.2857143,9,48,39.125,5390.5,1574,125,248.125,0,94,0,62,4,11.16666667,0,29
Jämijärvi,2015,0,0,0,0,4,62,43,31,187,60,0,81,140.2857143,9,55,39.125,5390.5,1571,103,248.125,0,84,0,65,10,11.16666667,0,20
Jämijärvi,2016,0,0,0,0,4,69,38,26,183,61,0,81,140.2857143,9,62,39.125,5390.5,1379,99,248.125,0,91,0,44,8,11.16666667,0,12
Jämijärvi,2017,0,0,0,0,4,65,35,18,171,63,0,81,140.2857143,9,54,39.125,0,1341,82,248.125,0,86,0,40,9,11.16666667,0,10
Jämijärvi,2018,22.15384615,380.8461538,0,47.69230769,4,24.58333333,15.30769231,6.428571429,162.5384615,41.38461538,0,81,140.2857143,9,30.72727273,39.125,8.076923077,671.5384615,21.69230769,248.125,27.23076923,59.61538462,106.5384615,11.46153846,6,11.16666667,24.92307692,10
Jämijärvi,2019,19.92307692,359.3076923,0,47.15384615,4,22.33333333,14.69230769,6,156.4615385,31.69230769,0,81,140.2857143,9,30.45454545,4,8.153846154,645.2307692,21.61538462,248.125,25.76923077,55.15384615,96.46153846,11.30769231,6,11.16666667,18.53846154,8
Jämijärvi,2020,20.69230769,371.1538462,0,44.92307692,4,22.36363636,15.69230769,6,152.9230769,16.84615385,0,81,140.2857143,9,33.66666667,4,16.23076923,608.8461538,24.53846154,0,35.30769231,57.46153846,98.76923077,9.692307692,4,11.16666667,22.30769231,13
Jämijärvi,2021,18.30769231,355,0,38.69230769,4,21.41666667,20.61538462,5.625,150.8461538,13.92307692,0,81,140.2857143,9,29.18181818,7.5,13,596.3846154,26.15384615,0,37.38461538,54.07692308,97.69230769,13.69230769,9,11.16666667,24.07692308,11
Jämijärvi,2022,18.46153846,338.9230769,0,36.23076923,4,23,19.84615385,6,150.3076923,16.76923077,0,81,140.2857143,9,26.81818182,4,14,606.3846154,35.23076923,0,35.92307692,43.07692308,89.92307692,13.15384615,5,11.16666667,23.53846154,12
Jämijärvi,2023,17.07692308,332.3076923,0,36.30769231,4,24.83333333,17.30769231,6,148.1538462,18,0,81,140.2857143,9,28.18181818,6,17.76923077,618.4615385,28.15384615,0,33.23076923,40,95,11.53846154,5,11.16666667,29.30769231,8
Jämijärvi,2024,19,315.75,0,37.375,4,25.42857143,12.5,5.166666667,152.625,17.625,0,81,140.2857143,9,19.66666667,6,18.375,542.75,15.875,0,30.25,36.75,91.625,11.75,5,11.16666667,32.625,8
Jämsä,2008,19,0,0,0,19,206,253,145,1644,298,0,81,12,9,527,6,18.375,12218,995,47,30.25,773,0,380,41,11.16666667,0,149
Jämsä,2009,0,0,0,0,21,261,381,188,2425,440,0,81,23,6,933,6,18.375,17696,1434,50,30.25,1256,0,569,55,11.16666667,0,204
Jämsä,2010,0,0,0,0,19,260,363,180,2370,471,0,81,16,4,908,6,18.375,17773,1428,52,30.25,1263,0,553,72,11.16666667,0,218
Jämsä,2011,0,0,0,0,23,261,388,216,2320,454,0,81,6,13,849,6,18.375,17727,1437,58,0,1254,0,538,86,11.16666667,0,177
Jämsä,2012,0,0,0,0,29,304,393,201,2267,439,0,81,10,11,823,6,18.375,17556,1325,45,0,1308,0,535,85,11.16666667,0,191
Jämsä,2013,0,0,0,0,24,311,430,215,2207,440,0,81,5,8,748,6,18.375,17150,1298,43,0,1398,0,500,81,11.16666667,0,166
Jämsä,2014,0,0,0,0,25,314,439,197,2122,432,0,81,5,6,773,6,18.375,17177,1253,35,0,1387,0,461,82,11.16666667,0,161
Jämsä,2015,0,0,0,0,24,293,445,190,2055,419,0,81,4,9,702,6,18.375,16751,1285,32,0,1475,0,470,75,11.16666667,0,157
Jämsä,2016,0,0,0,0,18,300,400,166,2004,373,0,81,5,5,662,6,18.375,15258,1184,36,0,1484,0,418,78,11.16666667,0,132
Jämsä,2017,0,0,0,0,23,283,394,153,1917,349,0,6,5,9,581,16,0,14855,1208,46,0,1430,0,369,71,11.16666667,0,113
Jämsä,2018,242.3846154,2933.538462,21.58333333,822.6923077,8.75,118.75,211.0769231,72.23076923,1759.307692,201.2307692,0,8.5,5,6,303.4615385,11.16666667,469.0769231,7660.615385,289.6923077,20.38461538,481.8461538,911,1218.230769,139.0769231,13.2,11.16666667,852,19.25
Jämsä,2019,238.3846154,2862.076923,20.38461538,801.7692308,14,119.75,218,78.23076923,1677.692308,180.5384615,0,8.666666667,5,4,310.5384615,9.666666667,460.9230769,7689.153846,302.3846154,13.15384615,477.4615385,858.3076923,1196.615385,115.9230769,12,11.16666667,822.8461538,12.53846154
Jämsä,2020,242.0769231,3043.153846,26.92307692,788.8461538,12,106.75,228.1538462,83.30769231,1608.615385,162.5384615,0,7.666666667,5,4,329.7692308,12.8,520.8461538,7375.923077,292.1538462,16,558.8461538,957,1300.307692,101.3076923,10.5,11.16666667,811.8461538,17.41666667
Jämsä,2021,244.5384615,3028,19.53846154,781.6153846,11,115.7692308,258.6923077,87,1561.615385,134,0,11.66666667,5,4,347.8461538,12.2,485,7481.538462,325.5384615,16.61538462,575.3846154,860,1255,123.6153846,10.2,11.16666667,794.4615385,16.5
Jämsä,2022,228.0769231,2957.692308,10.61538462,740.6153846,11,159.3333333,248.3076923,78.15384615,1514.923077,147.6923077,0,12.33333333,5,4,295.6923077,11.16666667,465.6923077,7613.076923,455.6923077,9.307692308,568.3076923,761.2307692,1210,100.4615385,11.3,11.16666667,754.2307692,14.45454545
Jämsä,2023,212.3846154,2880.230769,6.833333333,726.1538462,9,197.5,245.3846154,82.61538462,1463.076923,133.3076923,0,12.5,7,4,270.2307692,9.875,425.5384615,7549.461538,346.2307692,12.69230769,560.3846154,732.8461538,1168.384615,100.3846154,10.54545455,7.5,738.1538462,13.15384615
Jämsä,2024,218,2843.875,6.833333333,795.75,4.333333333,174.2857143,232,76.25,1428.875,104.75,0,6,7,4,232.875,4.5,419.375,6699.625,223.625,14.75,548.75,706.625,1146.125,100.125,6.142857143,7.5,832.5,7
Järvenpää,2008,218,0,0,0,25,442,586,440,4976,1138,0,6,18,4,1806,4.5,419.375,29857,2573,78,548.75,1189,0,1279,199,7.5,0,504
Järvenpää,2009,0,0,0,0,15,469,579,417,4993,1254,0,6,18,34,1860,4.5,419.375,30154,2473,88,548.75,1433,0,1350,258,7.5,0,464
Järvenpää,2010,0,0,0,0,22,468,559,362,4886,1266,0,6,6,32,1927,4.5,419.375,30356,2386,83,548.75,1516,0,1283,247,7.5,0,474
Järvenpää,2011,0,0,0,0,20,461,620,393,4844,1296,0,6,6,30,1869,4.5,419.375,30699,2431,74,0,1482,0,1325,258,7.5,0,459
Järvenpää,2012,0,0,0,0,25,576,665,421,4876,1295,0,6,11,44,1915,4.5,419.375,31119,2584,70,0,1546,0,1365,274,7.5,0,463
Järvenpää,2013,0,0,0,0,18,533,718,428,4861,1325,0,6,7,45,1849,4.5,419.375,31166,2469,70,0,1739,0,1333,252,7.5,0,452
Järvenpää,2014,0,0,0,0,18,548,787,426,4831,1323,0,6,7,61,1898,4.5,419.375,31347,2359,65,0,1975,0,1302,260,7.5,0,470
Järvenpää,2015,0,0,0,0,29,523,829,468,4866,1321,0,6,7,48,1909,4.5,419.375,31586,2268,54,0,2271,0,1394,297,7.5,0,463
Järvenpää,2016,0,0,0,0,33,517,842,406,4892,1310,0,6,5,82,1867,4.5,419.375,29170,2272,66,0,2376,0,1354,272,7.5,0,433
Järvenpää,2017,0,0,0,0,26,474,928,414,4975,1356,0,17,5,79,1910,72,0,29174,2284,52,0,2454,0,1329,298,7.5,0,432
Järvenpää,2018,581.9230769,2603.846154,17.91666667,1280.384615,8.833333333,177.3846154,513.5384615,146.6153846,4775,662.4615385,0,47.33333333,5,22.33333333,1071.153846,27.53846154,1310.461538,13637.38462,596,44,565,1546.230769,1332.230769,490.1538462,41.92307692,7.5,2242.692308,59.69230769
Järvenpää,2019,579.4615385,2617.538462,18.76923077,1320.538462,10.5,149.4615385,553,159.6923077,4791.615385,599.5384615,0,54.66666667,5,17.66666667,1067.153846,27.15384615,1280.076923,13923.38462,605.6923077,30.61538462,596.2307692,1488.461538,1359.307692,441.4615385,39.92307692,7.5,2264.230769,58.15384615
Järvenpää,2020,633.3846154,2870.384615,29.07692308,1337.153846,11.5,123.4166667,566.8461538,172.6153846,4804,578.9230769,0,63,4,13,1140.230769,31.61538462,1605.769231,13399.61538,654.9230769,30.30769231,710.3846154,1857.153846,1487.076923,472.7692308,44.15384615,7.5,2411.692308,72.15384615
Järvenpää,2021,645.0769231,2923.307692,18.84615385,1381.307692,9,146.1538462,647.0769231,198.3076923,4879.230769,558.9230769,0,75,4,8,1278.461538,35.76923077,1580.923077,13880.23077,790.3846154,43.61538462,737.9230769,1799.307692,1531.461538,524.4615385,50.84615385,7.5,2510.384615,68.53846154
Järvenpää,2022,616.3846154,2896.769231,10.46153846,1389.153846,7.125,242.6153846,681.3076923,199.8461538,4942.384615,569.6153846,0,61.5,5,8,1243.769231,30.61538462,1484,14724.84615,1101.307692,32.92307692,754.4615385,1508.846154,1546.615385,517.3076923,49.76923077,7.5,2448.923077,63
Järvenpää,2023,622.0769231,2889.307692,6.285714286,1365.153846,8.625,306.4615385,641.4615385,221.1538462,5022.153846,531.4615385,0,71.75,24.33333333,8,1223.615385,35,1508.461538,14886.61538,704.8461538,41.07692308,775.5384615,1551.923077,1604.769231,481.0769231,52.23076923,9,2576.461538,60.76923077
Järvenpää,2024,618,2895.375,6.285714286,1491.25,4.8,245.75,579.75,198.625,5005.25,429.375,0,51,20,8,1053.75,21.25,1524.125,13348.125,478.75,50.875,783.25,1598.625,1653.125,470.375,31.75,9,2981.5,36.125
Kaarina,2008,618,0,6.285714286,0,16,49,396,224,3079,678,0,51,13,8,859,21.25,1524.125,18523,1536,41,783.25,545,0,753,150,9,0,295
Kaarina,2009,0,0,6.285714286,0,21,296,527,286,4145,966,0,51,11,18,1131,21.25,1524.125,24772,2125,41,783.25,870,0,1091,211,9,0,354
Kaarina,2010,0,0,6.285714286,0,20,324,532,282,4118,979,0,51,9,11,1106,21.25,1524.125,24931,1983,31,783.25,885,0,1094,204,9,0,419
Kaarina,2011,0,0,6.285714286,0,19,341,582,305,4118,1027,0,51,8,18,1101,21.25,1524.125,25443,2024,30,0,901,0,1137,255,9,0,366
Kaarina,2012,0,0,6.285714286,0,27,324,588,341,4174,1009,0,51,6,26,1086,21.25,1524.125,25628,2007,44,0,1001,0,1084,229,9,0,361
Kaarina,2013,0,0,6.285714286,0,34,336,607,327,4174,1028,0,51,7,22,1006,21.25,1524.125,25700,1897,39,0,1232,0,1083,239,9,0,344
Kaarina,2014,0,0,6.285714286,0,34,314,616,336,4205,1000,0,51,7,20,1053,21.25,1524.125,26003,1937,23,0,1392,0,1044,242,9,0,370
Kaarina,2015,0,0,6.285714286,0,35,258,657,339,4222,984,0,51,7,38,1077,21.25,1524.125,26382,1767,28,0,1477,0,1126,257,9,0,358
Kaarina,2016,0,0,6.285714286,0,21,263,672,301,4215,946,0,51,7,49,1057,21.25,1524.125,24351,1683,18,0,1577,0,1106,260,9,0,334
Kaarina,2017,0,0,0,0,30,227,727,257,4224,914,0,51,7,41,1011,37,0,24373,1772,23,0,1476,0,1138,278,9,0,360
Kaarina,2018,361.3076923,2373.846154,7,729.4615385,9.6,90.58333333,423.2307692,111.6153846,4048.153846,565.4615385,0,17.66666667,7,11.66666667,578.0769231,25.53846154,441.6153846,11664.15385,473.5384615,12.92307692,341.5384615,877.2307692,1439,388.6153846,36.84615385,9,908,50.53846154
Kaarina,2019,360,2363.153846,8.230769231,738.3076923,8.666666667,87.58333333,463.5384615,135.7692308,4083.307692,516.6923077,0,29.33333333,7,9.333333333,584.2307692,29.30769231,423.5384615,11790.84615,479.0769231,12.76923077,355.9230769,813.1538462,1444.076923,422.4615385,37.46153846,9,874.7692308,51.46153846
Kaarina,2020,392.7692308,2571.923077,17.15384615,764.3846154,8,91.9,548.0769231,133.4615385,4178.615385,544.3846154,0,39,4,8,614,32.30769231,522.2307692,11645.46154,540,15,422.6923077,1011.153846,1596.384615,397.6153846,46.46153846,9,911.6153846,52.30769231
Kaarina,2021,395.3846154,2593.846154,12.53846154,788.6923077,8.454545455,119.9166667,667.6923077,159.8461538,4279.846154,511.3076923,0,48.66666667,4,4.5,658.3846154,40.38461538,504.7692308,12238.61538,674.9230769,13.69230769,440.9230769,914.3846154,1644.230769,453.9230769,47.84615385,9,928.7692308,64.69230769
Kaarina,2022,408,2560.923077,8.538461538,799.5384615,8.777777778,305.0833333,726.6923077,160.3846154,4354,556.4615385,0,43.5,4,6,645.1538462,36.38461538,452.2307692,12835.30769,934.0769231,19.38461538,448.7692308,685.9230769,1684.846154,468.6923077,51.84615385,9,859.7692308,49.76923077
Kaarina,2023,394.3076923,2533.153846,5,794.3076923,11.66666667,431.5,769,177.4615385,4382.461538,507.9230769,0,49.66666667,14,6,639.5384615,37.61538462,434,12725.46154,615.5384615,12.15384615,463.0769231,611.5384615,1743.692308,418.4615385,51.61538462,9,898,53.46153846
Kaarina,2024,368.375,2499.125,5,863,5.4,391.2857143,739.625,142.75,4360.625,415.875,0,33,10,6,507.875,18.125,417.125,11291.25,422.875,13.75,468.625,611.875,1721.375,417.375,31.75,9,1031,30.375
Kaavi,2008,368.375,0,0,0,5,95,49,18,333,74,0,33,10,6,122,18.125,417.125,2795,227,5,468.625,158,0,66,9,9,0,25
Kaavi,2009,0,0,0,0,4,102,40,26,312,70,0,33,10,6,115,18.125,417.125,2792,247,5,468.625,174,0,44,12,9,0,15
Kaavi,2010,0,0,0,0,4,91,49,22,305,63,0,33,10,6,112,18.125,417.125,2768,246,4,468.625,176,0,54,12,9,0,22
Kaavi,2011,0,0,0,0,4,109,54,31,291,50,0,33,10,6,113,18.125,417.125,2764,235,4,0,197,0,58,6,9,0,26
Kaavi,2012,0,0,0,0,4,106,53,29,288,51,0,33,10,6,95,18.125,417.125,2721,259,4,0,166,0,76,9,9,0,24
Kaavi,2013,0,0,0,0,7,104,58,35,285,54,0,33,10,6,93,18.125,417.125,2660,238,4,0,175,0,63,8,9,0,19
Kaavi,2014,0,0,0,0,7,103,62,35,282,45,0,33,10,6,87,18.125,417.125,2583,198,4,0,180,0,50,8,9,0,22
Kaavi,2015,0,0,0,0,7,116,60,36,289,48,0,33,10,6,86,18.125,417.125,2563,195,4,0,195,0,72,10,9,0,28
Kaavi,2016,0,0,0,0,7,108,63,30,279,57,0,33,10,6,95,18.125,417.125,2347,189,4,0,194,0,61,9,9,0,17
Kaavi,2017,0,0,0,0,5,101,53,30,243,48,0,33,10,6,90,18.125,0,2315,181,4,0,184,0,37,6,9,0,8
Kaavi,2018,35.53846154,782.7692308,0,207.7692308,5,49.5,19,7.538461538,226.4615385,21.46153846,0,33,10,6,51.36363636,18.125,61,1329.230769,48.69230769,4,138.6153846,119.5384615,250.9230769,12.46153846,4.5,9,98.15384615,9.5
Kaavi,2019,38.30769231,749.3076923,0,192.8461538,6,43.66666667,25.69230769,7.230769231,213.6153846,13.84615385,0,33,10,6,48.08333333,5,63.61538462,1313.615385,46.69230769,4,134.6923077,117.3076923,244.9230769,15.38461538,4.5,9,92,13
Kaavi,2020,38.15384615,776,0,186.2307692,6,47.36363636,29.07692308,9.846153846,207.4615385,19.38461538,0,33,10,6,56.18181818,6,70.30769231,1254.076923,44,4,156.0769231,117.6923077,264.3846154,18.84615385,9,9,90.46153846,17
Kaavi,2021,35.07692308,757.6923077,0,193.5384615,6,42,32.92307692,10.15384615,200.0769231,23.46153846,0,33,10,6,47.30769231,6,66.69230769,1254.692308,42.69230769,4,156.1538462,109.9230769,254.6923077,16.23076923,9,9,89.76923077,18
Kaavi,2022,37.38461538,730.2307692,0,194.3846154,6,41.41666667,28.30769231,12.84615385,190,21.30769231,0,33,10,6,42.72727273,6,67.69230769,1267.153846,61.84615385,4.5,153.5384615,93.38461538,249.7692308,14.38461538,9,9,84.92307692,9
Kaavi,2023,33.38461538,707,0,193.2307692,5,40.07692308,30.92307692,14,179.2307692,19.46153846,0,33,10,6,33.36363636,4,62.07692308,1256.846154,54.38461538,4.5,150.7692308,87.69230769,246.4615385,12,5,9,80.15384615,11
Kaavi,2024,35.5,691.75,0,190.75,5,32.85714286,24.625,13.125,172.75,19.25,0,33,10,6,25.16666667,4,53.625,1139.875,41.375,4.5,149,91,240.25,14.75,5,9,84.25,11
Kajaani,2008,35.5,0,0,0,45,333,930,614,4356,926,0,33,117,6,2630,4,53.625,29199,2628,107,149,2657,0,1183,148,9,0,465
Kajaani,2009,0,0,0,0,33,328,912,583,4328,927,0,33,95,46,2670,4,53.625,29281,2430,144,149,2561,0,1196,175,9,0,460
Kajaani,2010,0,0,0,0,48,343,903,615,4256,945,0,33,49,76,2573,4,53.625,29299,2503,165,149,2659,0,1153,168,9,0,429
Kajaani,2011,0,0,0,0,48,312,963,615,4180,899,0,33,30,59,2501,4,53.625,29463,2518,135,0,2585,0,1147,159,9,0,430
Kajaani,2012,0,0,0,0,60,325,956,558,4129,871,0,33,33,69,2439,4,53.625,29213,2687,147,0,2618,0,1161,201,9,0,417
Kajaani,2013,0,0,0,0,42,347,1021,579,4043,821,0,33,26,61,2365,4,53.625,29021,2494,155,0,2822,0,1103,226,9,0,423
Kajaani,2014,0,0,0,0,35,343,1069,629,3980,852,0,33,27,59,2352,4,53.625,28740,2457,125,0,2979,0,1131,230,9,0,406
Kajaani,2015,0,0,0,0,46,323,1028,574,3896,859,0,33,15,79,2407,4,53.625,28548,2373,100,0,3078,0,1074,223,9,0,359
Kajaani,2016,0,0,0,0,44,339,986,480,3820,822,0,33,10,81,2400,4,53.625,25788,2325,140,0,3129,0,1049,193,9,0,372
Kajaani,2017,0,0,0,0,36,258,867,340,3754,790,0,7,11,76,2277,43,0,25006,2325,111,0,2856,0,995,251,9,0,300
Kajaani,2018,493.5384615,3799.615385,9.5,1473.384615,8.153846154,77.23076923,457.8461538,122.0769231,3551.923077,416,0,57.66666667,6,21,1391.846154,19.08333333,900.7692308,12177.46154,585.6153846,63.07692308,701.5384615,1796.384615,2247.846154,356.0769231,31,9,2677.769231,45.69230769
